Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
Guinea                                  ,Cereals and food preparations,39.3,0,40,12.1,0,35,,
Guinea                                  ,"Oilseeds, fats and oils",38.4,0,40,12.3,0,35,,
Guinea                                  ,Sugars and confectionery,40,0,40,12.6,0,35,,
Guinea                                  ,Beverages and tobacco,43.6,0,75,17.5,0,35,,
Guinea                                  ,"Cotton, silk and wool",40,0,40,5,0,5,,
Guinea                                  ,Other agricultural products,40,0,40,8.6,0,35,,
Guinea                                  ,Fish and fish products,7.2,41.4,40,16,0,20,,
Guinea                                  ,Minerals and metals,5.9,11.5,16,11.9,0.2,20,,
Guinea                                  ,Petroleum,7.5,0,10,7.7,19.0,10,,
Guinea                                  ,Chemicals,19.9,0,40,7,6.5,35,,
Guinea                                  ,"Wood, paper, furniture",19.4,0,40,12,3.8,20,,
Guinea                                  ,Textiles,18.6,0,30,16.2,0.2,35,,
Guinea                                  ,Clothing,15,0,15,20,0,20,,
Guinea                                  ,"Rubber, leather and footwear",16.3,0,25,12.3,1.3,20,,
Guinea                                  ,"Mechanical, office and computing machinery",5.2,4.5,25,6.2,0,20,,
Guinea                                  ,Electrical machinery and electronic equipment,6.8,0,15,12,0.6,20,,
Guinea                                  ,Transport equipment,14.5,1.0,25,8.4,1.8,20,,
Guinea                                  ,Other Manufactures,13.3,0,30,14.3,2.1,20,,
Guatemala                               ,Live animals and meat,72.6,0,257,12,7.7,15,1.5,4.5
Guatemala                               ,Dairy products,82.1,0,103,13.6,4.8,20,1.0,3.3
Guatemala                               ,Fruits and vegetables,44.7,0,138,11.4,12.3,40,1.5,4.8
Guatemala                               ,"Coffee, tea, cocoa and spices",40,0,40,9.2,34.3,40,0.4,39.7
Guatemala                               ,Cereals and food preparations,45.6,0,135,11.8,38.1,201,6.4,40.1
Guatemala                               ,"Oilseeds, fats and oils",70.5,0,241,6.7,40.4,15,1.2,61.0
Guatemala                               ,Sugars and confectionery,70,0,160,10.8,31.4,20,0.4,30.3
Guatemala                               ,Beverages and tobacco,48.4,0,90,1.3,86.5,15,1.2,99.2
Guatemala                               ,"Cotton, silk and wool",40,0,40,0,100.0,0,0.4,100.0
Guatemala                               ,Other agricultural products,39.3,0,45,3.9,61.0,15,2.0,90.3
Guatemala                               ,Fish and fish products,40.8,0,45,11.7,10.2,15,0.6,38.6
Guatemala                               ,Minerals and metals,41.5,0.1,50,3.9,63.0,20,12.7,55.5
Guatemala                               ,Petroleum,45,0,45,6.9,34.1,15,13.9,95.1
Guatemala                               ,Chemicals,37.9,0.1,50,2.7,71.2,20,18.8,65.0
Guatemala                               ,"Wood, paper, furniture",36.9,0,55,6.9,41.0,15,5.2,55.0
Guatemala                               ,Textiles,44.7,0,50,8.2,13.8,15,5.0,11.6
Guatemala                               ,Clothing,45,0,45,14.9,0.6,15,1.1,0.4
Guatemala                               ,"Rubber, leather and footwear",43.8,0,50,7.9,26.0,15,1.9,9.8
Guatemala                               ,"Mechanical, office and computing machinery",33.8,5.9,45,0.7,93.7,15,6.5,90.8
Guatemala                               ,Electrical machinery and electronic equipment,32.4,18.0,50,3.2,71.7,15,8.1,68.0
Guatemala                               ,Transport equipment,40.6,0,75,3,70.8,20,7.1,83.9
Guatemala                               ,Other Manufactures,42.1,4.7,45,6.8,42.4,20,3.2,47.0
Guinea-Bissau                           ,Live animals and meat,40,0,40,24.6,0,35,,
Guinea-Bissau                           ,Dairy products,40,0,40,16.1,0,35,,
Guinea-Bissau                           ,Fruits and vegetables,40,0,40,19.8,0,35,,
Guinea-Bissau                           ,"Coffee, tea, cocoa and spices",40,0,40,19.2,0,35,,
Guinea-Bissau                           ,Cereals and food preparations,40,0,40,12.1,0,35,,
Guinea-Bissau                           ,"Oilseeds, fats and oils",40.1,0,50,12.3,0,35,,
Guinea-Bissau                           ,Sugars and confectionery,40,0,40,12.6,0,35,,
Guinea-Bissau                           ,Beverages and tobacco,40,0,40,17.5,0,35,,
Guinea-Bissau                           ,"Cotton, silk and wool",40,0,40,5,0,5,,
Guinea-Bissau                           ,Other agricultural products,40.3,0,50,8.6,0,35,,
Guinea-Bissau                           ,Fish and fish products,49.9,0,50,16,0,20,,
Guinea-Bissau                           ,Minerals and metals,50,0,50,11.9,0.2,20,,
Guinea-Bissau                           ,Petroleum,-,-,-,7.7,19.0,10,,
Guinea-Bissau                           ,Chemicals,50,0,50,7,6.5,35,,
Guinea-Bissau                           ,"Wood, paper, furniture",50,0,50,12,3.8,20,,
Guinea-Bissau                           ,Textiles,50,0,50,16.2,0.2,35,,
Guinea-Bissau                           ,Clothing,50,0,50,20,0,20,,
Guinea-Bissau                           ,"Rubber, leather and footwear",50,0,50,12.3,1.3,20,,
Guinea-Bissau                           ,"Mechanical, office and computing machinery",50,0,50,6.2,0,20,,
Guinea-Bissau                           ,Electrical machinery and electronic equipment,50,0,50,12,0.6,20,,
Guinea-Bissau                           ,Transport equipment,50,0,50,8.4,1.8,20,,
Guinea-Bissau                           ,Other Manufactures,50,0,50,14.3,2.1,20,,
Guyana                                  ,Live animals and meat,100,0,100,31.6,9.8,100,0.5,11.0
Guyana                                  ,Dairy products,100,0,100,15.9,12.0,75,1.3,56.8
Guyana                                  ,Fruits and vegetables,100,0,100,26.4,1.4,40,1.2,7.6
Guyana                                  ,"Coffee, tea, cocoa and spices",100,0,100,20.9,0,40,0.4,0
Guyana                                  ,Cereals and food preparations,100,0,100,11.2,20.6,100,3.6,42.7
Guyana                                  ,"Oilseeds, fats and oils",99.3,0,100,21.2,9.6,40,0.7,0.4
Guyana                                  ,Sugars and confectionery,100,0,100,22.1,0,40,0.6,0
Guyana                                  ,Beverages and tobacco,100,0,100,59.2,0,100,2.2,0
Guyana                                  ,"Cotton, silk and wool",100,0,100,5,0,5,0.0,0
Guyana                                  ,Other agricultural products,98.7,0,100,8.6,28.7,40,1.3,35.9
Guyana                                  ,Fish and fish products,50.4,0,100,32.9,7.1,40,0.2,0.0
Guyana                                  ,Minerals and metals,50.1,0,70,8.2,4.7,60,13.0,0.9
Guyana                                  ,Petroleum,50,0,50,7.5,33.4,25,34.7,2.8
Guyana                                  ,Chemicals,50,0,100,6.2,6.4,40,9.2,20.9
Guyana                                  ,"Wood, paper, furniture",50,0,50,10,4.5,20,2.2,12.9
Guyana                                  ,Textiles,50,0,50,7.1,0.6,20,0.9,4.7
Guyana                                  ,Clothing,50,0,50,19.8,0,20,0.4,0
Guyana                                  ,"Rubber, leather and footwear",50,0,50,9.5,2.8,20,1.2,6.6
Guyana                                  ,"Mechanical, office and computing machinery",50,0,50,3.2,48.2,30,12.3,46.0
Guyana                                  ,Electrical machinery and electronic equipment,50,0,50,10.8,4.1,45,4.7,1.4
Guyana                                  ,Transport equipment,50,0,50,10.2,15.1,45,6.9,15.5
Guyana                                  ,Other Manufactures,50,0,50,15.6,5.7,70,2.6,2.5
"Hong Kong, China                        ",Live animals and meat,0,100.0,0,0,100.0,0,0.7,100.0
"Hong Kong, China                        ",Dairy products,0,100.0,0,0,100.0,0,0.1,100.0
"Hong Kong, China                        ",Fruits and vegetables,0,100.0,0,0,100.0,0,0.8,100.0
"Hong Kong, China                        ","Coffee, tea, cocoa and spices",0,100.0,0,0,100.0,0,0.1,100.0
"Hong Kong, China                        ",Cereals and food preparations,0,100.0,0,0,100.0,0,0.5,100.0
"Hong Kong, China                        ","Oilseeds, fats and oils",0,100.0,0,0,100.0,0,0.0,100.0
"Hong Kong, China                        ",Sugars and confectionery,0,100.0,0,0,100.0,0,0.0,100.0
"Hong Kong, China                        ",Beverages and tobacco,0,100.0,0,0,100.0,0,0.5,100.0
"Hong Kong, China                        ","Cotton, silk and wool",0,100.0,0,0,100.0,0,0.0,100.0
"Hong Kong, China                        ",Other agricultural products,0,100.0,0,0,100.0,0,0.2,100.0
"Hong Kong, China                        ",Fish and fish products,0,100.0,0,0,100.0,0,0.5,100.0
"Hong Kong, China                        ",Minerals and metals,0,100.0,0,0,100.0,0,14.8,100.0
"Hong Kong, China                        ",Petroleum,-,-,-,0,100.0,0,1.5,100.0
"Hong Kong, China                        ",Chemicals,0,100.0,0,0,100.0,0,3.4,100.0
"Hong Kong, China                        ","Wood, paper, furniture",0,100.0,0,0,100.0,0,0.5,100.0
"Hong Kong, China                        ",Textiles,0,100.0,0,0,100.0,0,0.6,100.0
"Hong Kong, China                        ",Clothing,0,100.0,0,0,100.0,0,1.1,100.0
"Hong Kong, China                        ","Rubber, leather and footwear",0,100.0,0,0,100.0,0,0.8,100.0
"Hong Kong, China                        ","Mechanical, office and computing machinery",0,100.0,0,0,100.0,0,11.2,100.0
"Hong Kong, China                        ",Electrical machinery and electronic equipment,0,100.0,0,0,100.0,0,56.4,100.0
"Hong Kong, China                        ",Transport equipment,0,100.0,0,0,100.0,0,0.9,100.0
"Hong Kong, China                        ",Other Manufactures,0,100.0,0,0,100.0,0,5.2,100.0
Honduras                                ,Live animals and meat,31.7,0,164,14.8,7.7,164,1.5,5.0
Honduras                                ,Dairy products,26.5,0,35,20.8,13.3,35,1.0,2.8
Honduras                                ,Fruits and vegetables,32.5,0,55,12.8,9.9,30,1.7,7.3
Honduras                                ,"Coffee, tea, cocoa and spices",34.3,0,35,8.6,27.8,15,0.3,9.6
Honduras                                ,Cereals and food preparations,31.2,0,50,15.4,40.0,152,8.1,30.9
Honduras                                ,"Oilseeds, fats and oils",31.4,0,50,7.1,30.5,15,0.7,7.4
Honduras                                ,Sugars and confectionery,35.3,0,40,13.1,25.5,40,0.4,17.9
Honduras                                ,Beverages and tobacco,34.6,0,60,13.9,6.0,55,1.9,2.1
Honduras                                ,"Cotton, silk and wool",27.2,0,35,0,100.0,0,0.1,100.0
Honduras                                ,Other agricultural products,33.5,0,35,4.3,49.9,15,2.9,62.1
Honduras                                ,Fish and fish products,34.6,0,35,11.7,10.1,15,0.3,33.0
Honduras                                ,Minerals and metals,33.7,0.1,35,3.3,66.1,15,11.3,47.6
Honduras                                ,Petroleum,17.6,0,35,6.9,34.1,15,13.3,93.1
Honduras                                ,Chemicals,31.1,0.1,35,1.7,81.8,15,18.9,67.9
Honduras                                ,"Wood, paper, furniture",33.7,0,50,6.9,41.0,15,3.3,24.8
Honduras                                ,Textiles,34.1,0,35,8.2,13.6,15,5.0,8.1
Honduras                                ,Clothing,34.9,0,35,14.9,0.6,15,2.0,1.1
Honduras                                ,"Rubber, leather and footwear",34.9,0,55,7.8,23.2,15,1.9,8.9
Honduras                                ,"Mechanical, office and computing machinery",28.9,5.7,35,0.7,93.9,15,6.4,86.3
Honduras                                ,Electrical machinery and electronic equipment,23.1,19.1,35,3.3,71.5,15,8.4,56.8
Honduras                                ,Transport equipment,28.7,0,35,3.9,52.5,15,8.0,6.0
Honduras                                ,Other Manufactures,31.6,4.1,35,6.8,41.6,15,2.6,35.1
Haiti                                   ,Live animals and meat,16.7,17.6,40,8.9,30.9,25,,
Haiti                                   ,Dairy products,12.4,6.0,20,5.7,4.0,20,,
Haiti                                   ,Fruits and vegetables,30.8,0.6,50,14.4,1.1,50,,
Haiti                                   ,"Coffee, tea, cocoa and spices",16.7,0,40,4.5,53.7,20,,
Haiti                                   ,Cereals and food preparations,32.9,12.3,50,14.4,27.6,50,,
Haiti                                   ,"Oilseeds, fats and oils",17.1,8.8,28,3.5,37.7,20,,
Haiti                                   ,Sugars and confectionery,40,0,40,12.7,0,20,,
Haiti                                   ,Beverages and tobacco,25.7,2.0,42,23.9,1.9,40,,
Haiti                                   ,"Cotton, silk and wool",6.8,72.0,35,4.2,72.0,15,,
Haiti                                   ,Other agricultural products,11,45.1,70,3.1,63.6,20,,
Haiti                                   ,Fish and fish products,23.8,1.1,40,2.2,81.6,20,,
Haiti                                   ,Minerals and metals,14.7,1.9,40,3.9,54.9,25,,
Haiti                                   ,Petroleum,21.5,0,30,3.3,57.1,40,,
Haiti                                   ,Chemicals,21.8,1.6,30,2.9,55.4,25,,
Haiti                                   ,"Wood, paper, furniture",13,0.2,30,4.8,34.6,20,,
Haiti                                   ,Textiles,20.5,0,50,6.1,47.0,20,,
Haiti                                   ,Clothing,31.6,0,50,5.9,19.5,15,,
Haiti                                   ,"Rubber, leather and footwear",21.7,0.8,25,5.3,40.6,15,,
Haiti                                   ,"Mechanical, office and computing machinery",14,23.9,22,3.1,40.8,10,,
Haiti                                   ,Electrical machinery and electronic equipment,16.5,0,27,2.9,54.9,20,,
Haiti                                   ,Transport equipment,13.6,5.0,30,5,49.1,20,,
Haiti                                   ,Other Manufactures,16.9,0,28,7,22.1,20,,
Indonesia                               ,Live animals and meat,43.7,0,50,7.1,8.2,30,0.7,2.7
Indonesia                               ,Dairy products,67.3,0,210,5.8,0,15,0.9,0
Indonesia                               ,Fruits and vegetables,46.6,0,60,5.3,4.3,20,1.2,0.1
Indonesia                               ,"Coffee, tea, cocoa and spices",44.1,0,60,8.7,0,20,0.6,0
Indonesia                               ,Cereals and food preparations,45.5,0,160,7.6,11.2,150,2.7,58.8
Indonesia                               ,"Oilseeds, fats and oils",40.1,0,60,4.5,10.9,5,1.1,67.0
Indonesia                               ,Sugars and confectionery,58.3,0,95,7.3,0,20,1.5,0
